model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
pointnet_groupkfold,0.9323715058611362,0.925452872996285,0.9157894736842105,0.9774647887323944,0.9550561797752809,0.8698630136986302,0.9090909090909091
