fold,epoch,train_loss,train_accuracy,learning_rate
1,1,1.136530320835221,0.5817361894024803,0.001
1,2,0.7947327553083555,0.6877113866967306,0.001
1,3,0.5630793925605739,0.8060879368658399,0.001
1,4,0.42815475359038274,0.8602029312288614,0.001
1,5,0.3730934916448432,0.8782412626832018,0.001
1,6,0.3434188628008562,0.887260428410372,0.001
1,7,0.22588090509545844,0.9255918827508456,0.001
1,8,0.27642192778082014,0.9098083427282976,0.001
1,9,0.2032591427057948,0.9458850056369785,0.001
1,10,0.21965914882358328,0.9301014656144306,0.001
1,11,0.18883165854880882,0.9402480270574972,0.001
1,12,0.12434265041028768,0.9650507328072153,0.001
1,13,0.21309154187544357,0.9267192784667418,0.001
1,14,0.16390534244234156,0.9368658399098083,0.001
1,15,0.11014727013355716,0.9706877113866967,0.001
1,16,0.09910337571863173,0.9650507328072153,0.001
1,17,0.13910101103809533,0.9526493799323562,0.001
1,18,0.13641488941842028,0.9537767756482526,0.001
1,19,0.09029694212329696,0.971815107102593,0.001
1,20,0.08324457084279184,0.971815107102593,0.001
1,21,0.044084495420146655,0.9864712514092446,0.0005
1,22,0.06486963194279419,0.9774520856820744,0.0005
1,23,0.046756374703251925,0.9875986471251409,0.0005
1,24,0.0387903206184792,0.9887260428410372,0.0005
1,25,0.042225782579942917,0.9830890642615558,0.0005
1,26,0.023196632311319285,0.9943630214205186,0.0005
1,27,0.02624689459195938,0.9943630214205186,0.0005
1,28,0.02450103784586894,0.992108229988726,0.0005
1,29,0.023858293414792085,0.9954904171364148,0.0005
1,30,0.02273249445564986,0.992108229988726,0.0005
1,31,0.031460289995625966,0.9864712514092446,0.0005
1,32,0.03889473310746294,0.9864712514092446,0.0005
1,33,0.05490361477469914,0.9864712514092446,0.0005
1,34,0.02596519641019614,0.9943630214205186,0.0005
1,35,0.010733104026388154,0.9977452085682075,0.0005
1,36,0.02108259117934252,0.992108229988726,0.0005
1,37,0.010936863903636627,0.9977452085682075,0.0005
1,38,0.008962844838645507,0.9977452085682075,0.0005
1,39,0.0159288446860978,0.9943630214205186,0.0005
1,40,0.015269021667947462,0.9966178128523112,0.0005
1,41,0.014803966830706113,0.9943630214205186,0.00025
1,42,0.01121152443349311,0.9954904171364148,0.00025
1,43,0.007504188095501875,0.9988726042841037,0.00025
1,44,0.009070012340843972,0.9988726042841037,0.00025
1,45,0.013125388559663779,0.9966178128523112,0.00025
1,46,0.008866439954605555,0.9966178128523112,0.00025
1,47,0.007949568553047575,0.9977452085682075,0.00025
1,48,0.010780930514904127,0.9977452085682075,0.00025
1,49,0.01684364755052586,0.9932356257046223,0.00025
1,50,0.006906795900277247,0.9988726042841037,0.00025
2,1,1.2032179036161945,0.5310033821871477,0.001
2,2,0.8784211369351039,0.6696730552423901,0.001
2,3,0.657432163312712,0.762119503945885,0.001
2,4,0.5816773365691656,0.8027057497181511,0.001
2,5,0.47573707888602135,0.8376550169109357,0.001
2,6,0.4280889989491111,0.8511837655016911,0.001
2,7,0.3236048344812506,0.8940248027057497,0.001
2,8,0.2709580917570744,0.9165727170236753,0.001
2,9,0.258561107643965,0.9188275084554679,0.001
2,10,0.2388097283586843,0.923337091319053,0.001
2,11,0.2441947036491037,0.9177001127395716,0.001
2,12,0.19536912780603669,0.9425028184892897,0.001
2,13,0.20053119710494324,0.9323562570462233,0.001
2,14,0.16498628399820983,0.9346110484780158,0.001
2,15,0.12768010938752195,0.9616685456595265,0.001
2,16,0.12575495970071102,0.9594137542277339,0.001
2,17,0.13408191844804176,0.9481397970687712,0.001
2,18,0.09507658133512151,0.9661781285231116,0.001
2,19,0.0857939400522221,0.971815107102593,0.001
2,20,0.1228418545429978,0.9616685456595265,0.001
2,21,0.0721149496406552,0.9774520856820744,0.0005
2,22,0.054793957507462486,0.9819616685456595,0.0005
2,23,0.036035269282793936,0.9909808342728298,0.0005
2,24,0.03264133327272054,0.9909808342728298,0.0005
2,25,0.033955338611052266,0.9887260428410372,0.0005
2,26,0.026460384250762362,0.9932356257046223,0.0005
2,27,0.026290892407071293,0.9943630214205186,0.0005
2,28,0.022351562548449774,0.9943630214205186,0.0005
2,29,0.01901088279526021,0.9966178128523112,0.0005
2,30,0.023877908550244846,0.9909808342728298,0.0005
2,31,0.0275663685120785,0.9954904171364148,0.0005
2,32,0.023391296480191198,0.9898534385569335,0.0005
2,33,0.020132838980963595,0.9943630214205186,0.0005
2,34,0.01772083711244477,0.9943630214205186,0.0005
2,35,0.02668387733878654,0.9932356257046223,0.0005
2,36,0.02260244945158684,0.9954904171364148,0.0005
2,37,0.023068147744004862,0.9943630214205186,0.0005
2,38,0.030989251430267144,0.9887260428410372,0.0005
2,39,0.038972843102921796,0.9898534385569335,0.0005
2,40,0.03784874495299451,0.9887260428410372,0.0005
2,41,0.014472380574486033,0.9977452085682075,0.00025
2,42,0.014527797997165828,0.9977452085682075,0.00025
2,43,0.009876717964902294,0.9988726042841037,0.00025
2,44,0.009277349212726636,0.9988726042841037,0.00025
2,45,0.010197846193481845,0.9977452085682075,0.00025
2,46,0.013649459391739954,0.9977452085682075,0.00025
2,47,0.012572187372418215,0.9966178128523112,0.00025
2,48,0.010105257770918067,0.9977452085682075,0.00025
2,49,0.008044700042723668,0.9988726042841037,0.00025
2,50,0.004648785223121826,1.0,0.00025
3,1,1.1837120054808383,0.5794813979706878,0.001
3,2,0.7832565007242033,0.7294250281848929,0.001
3,3,0.5703284391690269,0.8094701240135288,0.001
3,4,0.4450249992134606,0.8624577226606539,0.001
3,5,0.44924145406101573,0.8556933483652762,0.001
3,6,0.34053829406401753,0.8895152198421646,0.001
3,7,0.2584521789964721,0.9165727170236753,0.001
3,8,0.23892176729178616,0.9222096956031567,0.001
3,9,0.17424170640974465,0.9526493799323562,0.001
3,10,0.18656969403064774,0.9458850056369785,0.001
3,11,0.16869704941079744,0.9537767756482526,0.001
3,12,0.1302206995597754,0.9627959413754228,0.001
3,13,0.12347459657014827,0.9571589627959414,0.001
3,14,0.12754852749331694,0.9661781285231116,0.001
3,15,0.10969196451489793,0.971815107102593,0.001
3,16,0.07788896232238617,0.9751972942502819,0.001
3,17,0.07864207616485361,0.9808342728297632,0.001
3,18,0.08463565249252211,0.9740698985343855,0.001
3,19,0.07674400919151682,0.9785794813979707,0.001
3,20,0.11929951606921037,0.9627959413754228,0.001
3,21,0.07133333049630568,0.9774520856820744,0.0005
3,22,0.05061146858953603,0.9887260428410372,0.0005
3,23,0.05225929450516703,0.9853438556933484,0.0005
3,24,0.024969404653605105,0.9943630214205186,0.0005
3,25,0.018176065903816378,0.9954904171364148,0.0005
3,26,0.01628371294542702,0.9954904171364148,0.0005
3,27,0.015462738458642562,0.9977452085682075,0.0005
3,28,0.027407739479451732,0.992108229988726,0.0005
3,29,0.015225465980640864,0.9954904171364148,0.0005
3,30,0.015766133719912426,0.9943630214205186,0.0005
3,31,0.013605671757338685,0.9977452085682075,0.0005
3,32,0.017020409357688875,0.9943630214205186,0.0005
3,33,0.012426550963524994,0.9966178128523112,0.0005
3,34,0.014170713816678074,0.9966178128523112,0.0005
3,35,0.014231610674150666,0.9977452085682075,0.0005
3,36,0.009073542778536661,0.9977452085682075,0.0005
3,37,0.006522581693921091,0.9988726042841037,0.0005
3,38,0.05077034596872454,0.9864712514092446,0.0005
3,39,0.09774036818050612,0.9706877113866967,0.0005
3,40,0.04698833176423087,0.992108229988726,0.0005
3,41,0.03795049518959443,0.9898534385569335,0.00025
3,42,0.01269826492367642,0.9977452085682075,0.00025
3,43,0.007580138149166221,0.9977452085682075,0.00025
3,44,0.008157289967575062,0.9977452085682075,0.00025
3,45,0.009682255504409265,0.9988726042841037,0.00025
3,46,0.004670676598094378,1.0,0.00025
3,47,0.021324019483264362,0.9932356257046223,0.00025
3,48,0.01365181604661982,0.9954904171364148,0.00025
3,49,0.014198755881126462,0.9966178128523112,0.00025
3,50,0.008379396627601466,0.9977452085682075,0.00025
4,1,1.1851786294498958,0.5596846846846847,0.001
4,2,0.8150482972462972,0.6891891891891891,0.001
4,3,0.6193428281191233,0.7545045045045045,0.001
4,4,0.47128786213763124,0.8378378378378378,0.001
4,5,0.38997403619525667,0.8637387387387387,0.001
4,6,0.31983587897575655,0.9042792792792793,0.001
4,7,0.22012622694711428,0.9346846846846847,0.001
4,8,0.2240901349095611,0.9324324324324325,0.001
4,9,0.18478884339869558,0.9403153153153153,0.001
4,10,0.16819383767811028,0.9459459459459459,0.001
4,11,0.1611758008733526,0.954954954954955,0.001
4,12,0.13528888286636756,0.9572072072072072,0.001
4,13,0.10291743842331139,0.9650900900900901,0.001
4,14,0.08179739463302466,0.9763513513513513,0.001
4,15,0.10105433761402294,0.9662162162162162,0.001
4,16,0.1347393539172035,0.9527027027027027,0.001
4,17,0.14669049396976694,0.9538288288288288,0.001
4,18,0.1570201924926526,0.9481981981981982,0.001
4,19,0.0916399068056463,0.9752252252252253,0.001
4,20,0.048680691535139944,0.990990990990991,0.001
4,21,0.049373762338078234,0.9876126126126126,0.0005
4,22,0.05123808255905772,0.9876126126126126,0.0005
4,23,0.036686230517990956,0.9921171171171171,0.0005
4,24,0.03430776663023878,0.9887387387387387,0.0005
4,25,0.03084598787061803,0.9932432432432432,0.0005
4,26,0.015672218620877813,0.9966216216216216,0.0005
4,27,0.01881985614487381,0.9977477477477478,0.0005
4,28,0.0263651285052031,0.9943693693693694,0.0005
4,29,0.019278745687155572,0.9966216216216216,0.0005
4,30,0.015090135198824847,0.9921171171171171,0.0005
4,31,0.021549224434000952,0.9966216216216216,0.0005
4,32,0.010840191210091516,0.9977477477477478,0.0005
4,33,0.009519155389998478,0.9988738738738738,0.0005
4,34,0.01015587201182571,0.9977477477477478,0.0005
4,35,0.009532359171751048,0.9977477477477478,0.0005
4,36,0.027973455762876583,0.9932432432432432,0.0005
4,37,0.023221064753293455,0.9921171171171171,0.0005
4,38,0.010601736319897411,0.9977477477477478,0.0005
4,39,0.011733310586596662,0.9977477477477478,0.0005
4,40,0.02432216396597256,0.9943693693693694,0.0005
4,41,0.01502548500492766,0.9966216216216216,0.00025
4,42,0.010447575800909518,0.9988738738738738,0.00025
4,43,0.005345463031181344,1.0,0.00025
4,44,0.005750697775248875,0.9988738738738738,0.00025
4,45,0.010572536074480898,0.9966216216216216,0.00025
4,46,0.010437514907722403,0.9977477477477478,0.00025
4,47,0.005018287663702509,1.0,0.00025
4,48,0.004184990758411922,1.0,0.00025
4,49,0.00271784548012137,1.0,0.00025
4,50,0.0036696575147829747,1.0,0.00025
5,1,1.2360638962657502,0.5174746335963923,0.001
5,2,0.8286631851884397,0.677564825253664,0.001
5,3,0.6158172347768721,0.7666290868094702,0.001
5,4,0.5040092815003508,0.8342728297632469,0.001
5,5,0.3561178327379528,0.8883878241262683,0.001
5,6,0.3692060288004031,0.8692220969560316,0.001
5,7,0.3156602049021737,0.9041713641488163,0.001
5,8,0.29993866785537565,0.8985343855693348,0.001
5,9,0.24626510235005328,0.9255918827508456,0.001
5,10,0.16254801297268442,0.9503945885005637,0.001
5,11,0.13914202217940816,0.9594137542277339,0.001
5,12,0.14041311812105148,0.9526493799323562,0.001
5,13,0.12407563167719722,0.9661781285231116,0.001
5,14,0.13961852241933279,0.9549041713641488,0.001
5,15,0.11316161260865587,0.963923337091319,0.001
5,16,0.1738042960987083,0.9379932356257046,0.001
5,17,0.12256602327241704,0.9627959413754228,0.001
5,18,0.08545203717570361,0.9774520856820744,0.001
5,19,0.11137527481074264,0.9594137542277339,0.001
5,20,0.11058401155969066,0.9627959413754228,0.001
5,21,0.06122813122441494,0.9830890642615558,0.0005
5,22,0.04030119353462233,0.9898534385569335,0.0005
5,23,0.058771976117536075,0.9830890642615558,0.0005
5,24,0.05755213538464054,0.9842164599774521,0.0005
5,25,0.04266106144954548,0.9864712514092446,0.0005
5,26,0.04925980738531105,0.9819616685456595,0.0005
5,27,0.036448766469531255,0.9898534385569335,0.0005
5,28,0.021975661824817486,0.9932356257046223,0.0005
5,29,0.026795491880685796,0.992108229988726,0.0005
5,30,0.021373823797487757,0.9943630214205186,0.0005
5,31,0.021446536044173337,0.9943630214205186,0.0005
5,32,0.017295178435448862,0.9954904171364148,0.0005
5,33,0.01699707411825993,0.9943630214205186,0.0005
5,34,0.01925292061778308,0.9954904171364148,0.0005
5,35,0.030933356378752455,0.9887260428410372,0.0005
5,36,0.017739103537939043,0.9943630214205186,0.0005
5,37,0.01926676676584473,0.9954904171364148,0.0005
5,38,0.015029346900719104,0.9966178128523112,0.0005
5,39,0.03202677083442149,0.9898534385569335,0.0005
5,40,0.028460819584977936,0.9864712514092446,0.0005
5,41,0.018583206085303405,0.992108229988726,0.00025
5,42,0.0219684155130803,0.992108229988726,0.00025
5,43,0.009838101067690529,0.9988726042841037,0.00025
5,44,0.00835158149769536,0.9977452085682075,0.00025
5,45,0.010112945659226803,0.9966178128523112,0.00025
5,46,0.008277732982607863,0.9977452085682075,0.00025
5,47,0.009963204552920319,0.9966178128523112,0.00025
5,48,0.008608270328903513,0.9977452085682075,0.00025
5,49,0.007381690085380996,0.9988726042841037,0.00025
5,50,0.00829639705160492,0.9977452085682075,0.00025
