model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
pointnet_grouped,0.9260595130748422,0.9216990218432238,0.9010526315789473,0.9802816901408451,0.9550561797752809,0.863013698630137,0.9090909090909091
