model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
pointnet,0.9729486023444545,0.948029793198835,0.991578947368421,0.9915492957746479,0.9438202247191011,0.9041095890410958,0.9090909090909091
