fold,epoch,train_loss,train_accuracy,learning_rate
4,41,0.013847039201902698,0.9988726042841037,0.00025
4,42,0.011466719415941797,0.9966178128523112,0.00025
4,43,0.009783511786073815,0.9977452085682075,0.00025
4,44,0.010084414653051665,0.9966178128523112,0.00025
4,45,0.0068118497167568,0.9988726042841037,0.00025
4,46,0.005821239502455834,1.0,0.00025
4,47,0.007387940676330579,0.9988726042841037,0.00025
4,48,0.01487942991291069,0.9954904171364148,0.00025
4,49,0.01001452406649945,0.9966178128523112,0.00025
4,50,0.0058584984532623575,0.9988726042841037,0.00025
5,1,1.2332250653086483,0.5123873873873874,0.001
5,2,0.8221808784716839,0.6970720720720721,0.001
5,3,0.5974417828224801,0.7871621621621622,0.001
5,4,0.448004695209297,0.8524774774774775,0.001
5,5,0.38879660496840607,0.8817567567567568,0.001
5,6,0.3478578702286557,0.8941441441441441,0.001
5,7,0.24094571589349625,0.9313063063063063,0.001
5,8,0.2472109026065818,0.9245495495495496,0.001
5,9,0.2209570393100515,0.9313063063063063,0.001
5,10,0.2007573579211493,0.9425675675675675,0.001
5,11,0.25416781880834083,0.920045045045045,0.001
5,12,0.34445429613461365,0.8907657657657657,0.001
5,13,0.1789135438901884,0.9459459459459459,0.001
5,14,0.13516028359666601,0.954954954954955,0.001
5,15,0.12131595245755471,0.963963963963964,0.001
5,16,0.11648541514400963,0.9572072072072072,0.001
5,17,0.10677469301935252,0.9628378378378378,0.001
5,18,0.12299481698790111,0.9527027027027027,0.001
5,19,0.08746453958588678,0.972972972972973,0.001
5,20,0.07498185665489317,0.9786036036036037,0.001
5,21,0.05284440470439894,0.9797297297297297,0.0005
5,22,0.04059773977208245,0.9887387387387387,0.0005
5,23,0.03526336770202663,0.9921171171171171,0.0005
5,24,0.03431243993140556,0.9921171171171171,0.0005
5,25,0.03293385866374986,0.9887387387387387,0.0005
5,26,0.036575607695356685,0.9887387387387387,0.0005
5,27,0.027073095628135913,0.9932432432432432,0.0005
5,28,0.037334397598799016,0.9887387387387387,0.0005
5,29,0.05976170610200177,0.9797297297297297,0.0005
5,30,0.043871344041985436,0.9853603603603603,0.0005
5,31,0.0273774702706047,0.990990990990991,0.0005
5,32,0.030106364455711736,0.9954954954954955,0.0005
5,33,0.02828990415510562,0.990990990990991,0.0005
5,34,0.027374501654727233,0.9921171171171171,0.0005
5,35,0.016945719454638863,0.9954954954954955,0.0005
5,36,0.02777981797552055,0.9921171171171171,0.0005
5,37,0.023854969857524878,0.9954954954954955,0.0005
5,38,0.03386156069249049,0.9898648648648649,0.0005
5,39,0.039019412067425145,0.990990990990991,0.0005
5,40,0.021198496025324136,0.9932432432432432,0.0005
5,41,0.012087201078732809,0.9966216216216216,0.00025
5,42,0.009776752131680647,0.9988738738738738,0.00025
5,43,0.011686089003945256,0.9977477477477478,0.00025
5,44,0.00929072829223498,0.9977477477477478,0.00025
5,45,0.009337160180465461,0.9977477477477478,0.00025
5,46,0.009374512874454193,0.9977477477477478,0.00025
5,47,0.014507194985174112,0.9943693693693694,0.00025
5,48,0.02159480146092556,0.9954954954954955,0.00025
5,49,0.006724639665671029,0.9988738738738738,0.00025
5,50,0.006671221091974157,0.9988738738738738,0.00025
