model,n_per_class,seed,n_train_rows,n_test_rows,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
knn,5,5042,25,289,0.5259515570934256,0.5474523200584581,0.12605042016806722,0.98,0.625,0.43478260869565216,0.5714285714285714
svm_linear,5,5042,25,289,0.6885813148788927,0.5567508220679576,0.5126050420168067,0.98,0.875,0.13043478260869565,0.2857142857142857
svm_rbf,5,5042,25,289,0.629757785467128,0.5273354037267081,0.42857142857142855,0.93,0.775,0.21739130434782608,0.2857142857142857
knn,5,5043,25,324,0.5246913580246914,0.5445700097198539,0.21428571428571427,0.9878048780487805,0.46875,0.8297872340425532,0.2222222222222222
svm_linear,5,5043,25,324,0.6697530864197531,0.6277924315061056,0.5584415584415584,0.9878048780487805,0.53125,0.6170212765957447,0.4444444444444444
svm_rbf,5,5043,25,324,0.6820987654320988,0.671494075606686,0.512987012987013,0.9878048780487805,0.625,0.7872340425531915,0.4444444444444444
knn,5,5044,25,379,0.6543535620052771,0.6195040121622399,0.23232323232323232,0.8860759493670886,0.7380952380952381,0.7076923076923077,0.5333333333333333
svm_linear,5,5044,25,379,0.841688654353562,0.7405061605061605,0.7878787878787878,1.0,0.6428571428571429,0.7384615384615385,0.5333333333333333
svm_rbf,5,5044,25,379,0.783641160949868,0.6966899766899767,0.5757575757575758,1.0,0.6666666666666666,0.7076923076923077,0.5333333333333333
knn,5,5045,25,301,0.4717607973421927,0.49599429421200447,0.23870967741935484,0.9746835443037974,0.07692307692307693,0.6896551724137931,0.5
svm_linear,5,5045,25,301,0.5116279069767442,0.5999759262247822,0.2064516129032258,0.9746835443037974,0.6923076923076923,0.7931034482758621,0.3333333333333333
svm_rbf,5,5045,25,301,0.53156146179402,0.5701771595905726,0.4064516129032258,0.6962025316455697,0.5384615384615384,0.7931034482758621,0.4166666666666667
knn,5,5046,25,369,0.6829268292682927,0.6252859435252459,0.3464566929133858,0.9704142011834319,0.6470588235294118,0.6,0.5625
svm_linear,5,5046,25,369,0.7181571815718157,0.5860560307615568,0.48031496062992124,0.9940828402366864,0.7058823529411765,0.5,0.25
svm_rbf,5,5046,25,369,0.7127371273712737,0.5927049559981473,0.44881889763779526,1.0,0.7647058823529411,0.5,0.25
knn,5,5047,25,315,0.6730158730158731,0.5118298368298368,0.5303030303030303,1.0,0.15384615384615385,0.625,0.25
svm_linear,5,5047,25,315,0.7142857142857143,0.6759032634032633,0.5606060606060606,1.0,0.9230769230769231,0.5833333333333334,0.3125
svm_rbf,5,5047,25,315,0.6317460317460317,0.5698179179311255,0.5151515151515151,0.8018867924528302,0.6153846153846154,0.7291666666666666,0.1875
knn,5,5048,25,313,0.4472843450479233,0.48931688878497387,0.44642857142857145,1.0,0.1794871794871795,0.10638297872340426,0.7142857142857143
svm_linear,5,5048,25,313,0.610223642172524,0.6734237393811862,0.5,1.0,0.48717948717948717,0.8085106382978723,0.5714285714285714
svm_rbf,5,5048,25,313,0.45686900958466453,0.5256975294209336,0.39880952380952384,1.0,0.3076923076923077,0.2553191489361702,0.6666666666666666
knn,5,5049,25,390,0.6153846153846154,0.4616334072431633,0.65,1.0,0.0975609756097561,0.22727272727272727,0.3333333333333333
svm_linear,5,5049,25,390,0.6461538461538462,0.545889381621089,0.675,1.0,0.3170731707317073,0.18181818181818182,0.5555555555555556
svm_rbf,5,5049,25,390,0.5692307692307692,0.5139835129212538,0.6125,0.9298245614035088,0.21951219512195122,0.030303030303030304,0.7777777777777778
knn,5,5050,25,307,0.5472312703583062,0.525813888422584,0.4968944099378882,0.9841269841269841,0.2777777777777778,0.2702702702702703,0.6
svm_linear,5,5050,25,307,0.5374592833876222,0.5411226754705015,0.4472049689440994,1.0,0.3611111111111111,0.2972972972972973,0.6
svm_rbf,5,5050,25,307,0.5211726384364821,0.4405793371010763,0.5279503105590062,0.8253968253968254,0.3333333333333333,0.21621621621621623,0.3
knn,5,5051,25,282,0.7375886524822695,0.5807509157509158,0.7678571428571429,1.0,0.16666666666666666,0.7692307692307693,0.2
svm_linear,5,5051,25,282,0.6418439716312057,0.5462271062271062,0.42857142857142855,1.0,0.8333333333333334,0.2692307692307692,0.2
svm_rbf,5,5051,25,282,0.7056737588652482,0.5768831974477135,0.6517857142857143,0.956989247311828,0.75,0.19230769230769232,0.3333333333333333
knn,5,5052,25,306,0.4477124183006536,0.5975046092643768,0.17177914110429449,0.9122807017543859,0.47619047619047616,0.7272727272727273,0.7
svm_linear,5,5052,25,306,0.46078431372549017,0.5876028330726426,0.19631901840490798,0.8771929824561403,0.6190476190476191,0.7454545454545455,0.5
svm_rbf,5,5052,25,306,0.4673202614379085,0.5695476560894708,0.2147239263803681,0.8421052631578947,1.0,0.6909090909090909,0.1
knn,5,5053,25,300,0.5333333333333333,0.500976009317572,0.1732283464566929,1.0,0.47058823529411764,0.6792452830188679,0.18181818181818182
svm_linear,5,5053,25,300,0.56,0.6150568405263539,0.2283464566929134,1.0,0.35294117647058826,0.5849056603773585,0.9090909090909091
svm_rbf,5,5053,25,300,0.6833333333333333,0.708112595803438,0.5039370078740157,1.0,0.47058823529411764,0.5660377358490566,1.0
knn,5,5054,25,328,0.4847560975609756,0.5173949579831933,0.3761904761904762,0.9607843137254902,0.3333333333333333,0.6666666666666666,0.25
svm_linear,5,5054,25,328,0.45426829268292684,0.5394187675070029,0.319047619047619,0.9607843137254902,0.5714285714285714,0.5333333333333333,0.3125
svm_rbf,5,5054,25,328,0.47560975609756095,0.5890826330532212,0.34285714285714286,0.9019607843137255,0.5714285714285714,0.5666666666666667,0.5625
knn,5,5055,25,275,0.49454545454545457,0.44136006732337013,0.26605504587155965,0.9772727272727273,0.06666666666666667,0.35135135135135137,0.5454545454545454
svm_linear,5,5055,25,275,0.6218181818181818,0.5757281593520125,0.47706422018348627,0.9886363636363636,0.5333333333333333,0.24324324324324326,0.6363636363636364
svm_rbf,5,5055,25,275,0.5309090909090909,0.5359695391805483,0.22018348623853212,0.9772727272727273,0.6666666666666666,0.2702702702702703,0.5454545454545454
knn,5,5056,25,301,0.5614617940199336,0.527490216996543,0.43884892086330934,0.9880952380952381,0.1388888888888889,0.3793103448275862,0.6923076923076923
svm_linear,5,5056,25,301,0.6511627906976745,0.5974058040418745,0.5179856115107914,0.9761904761904762,0.6944444444444444,0.41379310344827586,0.38461538461538464
svm_rbf,5,5056,25,301,0.5714285714285714,0.5332414780566604,0.45323741007194246,0.9880952380952381,0.2222222222222222,0.3103448275862069,0.6923076923076923
knn,5,5057,25,339,0.6578171091445427,0.4614076034072963,0.5,0.9928057553956835,0.3170731707317073,0.40625,0.09090909090909091
svm_linear,5,5057,25,339,0.7020648967551623,0.5927292831993294,0.4827586206896552,0.9928057553956835,0.6585365853658537,0.375,0.45454545454545453
svm_rbf,5,5057,25,339,0.6902654867256637,0.6066829940741953,0.5172413793103449,0.8992805755395683,0.7560975609756098,0.40625,0.45454545454545453
knn,5,5058,25,422,0.5687203791469194,0.4673931241172621,0.23214285714285715,0.9885057471264368,0.07692307692307693,0.7666666666666667,0.2727272727272727
svm_linear,5,5058,25,422,0.6137440758293838,0.5215412174032863,0.2857142857142857,0.9942528735632183,0.5641025641025641,0.4,0.36363636363636365
svm_rbf,5,5058,25,422,0.6232227488151659,0.5322005006487764,0.30357142857142855,0.9770114942528736,0.6410256410256411,0.4666666666666667,0.2727272727272727
knn,5,5059,25,345,0.43768115942028984,0.5019401654736957,0.14917127071823205,0.9885057471264368,0.47619047619047616,0.5208333333333334,0.375
svm_linear,5,5059,25,345,0.5478260869565217,0.5271668526431339,0.4143646408839779,0.9655172413793104,0.38095238095238093,0.375,0.5
svm_rbf,5,5059,25,345,0.518840579710145,0.5536990038918977,0.292817679558011,0.9310344827586207,0.5238095238095238,0.6458333333333334,0.375
knn,5,5060,25,375,0.6,0.4721160000474736,0.05555555555555555,0.9877300613496932,0.21621621621621623,0.8867924528301887,0.21428571428571427
svm_linear,5,5060,25,375,0.7146666666666667,0.5487748948161032,0.39814814814814814,0.9938650306748467,0.5405405405405406,0.8113207547169812,0.0
svm_rbf,5,5060,25,375,0.6826666666666666,0.5213763827492268,0.4444444444444444,0.9079754601226994,0.40540540540540543,0.8490566037735849,0.0
knn,5,5061,25,355,0.6338028169014085,0.535100671009068,0.41333333333333333,0.9770992366412213,0.35714285714285715,0.5945945945945946,0.3333333333333333
svm_linear,5,5061,25,355,0.6845070422535211,0.6077010816705473,0.4666666666666667,0.9923664122137404,0.6785714285714286,0.5675675675675675,0.3333333333333333
svm_rbf,5,5061,25,355,0.6732394366197183,0.5776147576147577,0.43333333333333335,1.0,0.8571428571428571,0.4864864864864865,0.1111111111111111
knn,10,10042,50,336,0.6547619047619048,0.5989379274745128,0.36585365853658536,0.9907407407407407,0.38095238095238093,0.7571428571428571,0.5
svm_linear,10,10042,50,336,0.7470238095238095,0.7129152148664344,0.5121951219512195,1.0,0.8095238095238095,0.8142857142857143,0.42857142857142855
svm_rbf,10,10042,50,336,0.6964285714285714,0.6213704994192799,0.4878048780487805,1.0,0.47619047619047616,0.7142857142857143,0.42857142857142855
knn,10,10043,50,363,0.6556473829201102,0.6703047671425774,0.42196531791907516,1.0,0.8235294117647058,0.5675675675675675,0.5384615384615384
svm_linear,10,10043,50,363,0.6528925619834711,0.6939858803170602,0.4046242774566474,1.0,0.8823529411764706,0.5675675675675675,0.6153846153846154
svm_rbf,10,10043,50,363,0.5977961432506887,0.6271586707791417,0.35260115606936415,0.9349593495934959,1.0,0.5405405405405406,0.3076923076923077
knn,10,10044,50,282,0.7269503546099291,0.7568441168441169,0.5151515151515151,1.0,0.5135135135135135,0.7555555555555555,1.0
svm_linear,10,10044,50,282,0.7659574468085106,0.7125211575211575,0.5353535353535354,1.0,0.918918918918919,0.7333333333333333,0.375
svm_rbf,10,10044,50,282,0.74822695035461,0.7174105924105925,0.5656565656565656,1.0,0.7297297297297297,0.6666666666666666,0.625
knn,10,10045,50,305,0.6295081967213115,0.6726103580118179,0.38686131386861317,1.0,0.7142857142857143,0.7619047619047619,0.5
svm_linear,10,10045,50,305,0.5704918032786885,0.6462657861198007,0.31386861313868614,1.0,0.7142857142857143,0.6031746031746031,0.6
svm_rbf,10,10045,50,305,0.5147540983606558,0.6599258486849727,0.1678832116788321,1.0,0.9285714285714286,0.6031746031746031,0.6
knn,10,10046,50,338,0.5532544378698225,0.6391214055131581,0.2857142857142857,0.9896907216494846,0.6111111111111112,0.5757575757575758,0.7333333333333333
svm_linear,10,10046,50,338,0.6686390532544378,0.682995670995671,0.5028571428571429,1.0,0.8333333333333334,0.5454545454545454,0.5333333333333333
