model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
svm_rbf,0.8638412984670875,0.6438242349470692,0.9936842105263158,0.9915492957746479,0.2808988764044944,0.6575342465753424,0.29545454545454547
