model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
svm_linear,0.8458070333633905,0.6090870362152871,0.9789473684210527,0.9971830985915493,0.3258426966292135,0.5616438356164384,0.18181818181818182
