model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
knn,0.9260595130748422,0.8328633403175718,0.9642105263157895,0.9887323943661972,0.7415730337078652,0.8561643835616438,0.6136363636363636
