model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
knn_grouped,0.8999098286744815,0.7939996616082965,0.9326315789473684,0.9887323943661972,0.651685393258427,0.8287671232876712,0.5681818181818182
