model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
svm_rbf_grouped,0.8620378719567178,0.6456141136765232,0.9894736842105263,0.9915492957746479,0.3146067415730337,0.636986301369863,0.29545454545454547
