model,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
knn_groupkfold,0.9026149684400361,0.81074469446483,0.9284210526315789,0.9887323943661972,0.7078651685393258,0.815068493150685,0.6136363636363636
