,precision,recall,f1-score,support
box,0.7829059829059829,0.9642105263157895,0.8641509433962264,475.0
can,1.0,0.9943661971830986,0.9971751412429378,355.0
mug,0.5882352941176471,0.33707865168539325,0.42857142857142855,89.0
bottle,0.8962264150943396,0.6506849315068494,0.753968253968254,146.0
bowl,0.9285714285714286,0.29545454545454547,0.4482758620689655,44.0
accuracy,0.8557258791704238,0.8557258791704238,0.8557258791704238,0.8557258791704238
macro avg,0.8391878241378796,0.6483589704291353,0.6984283258495625,1109.0
weighted avg,0.8574747362648593,0.8557258791704238,0.8407711753000064,1109.0
