,precision,recall,f1-score,support
box,0.7622950819672131,0.9789473684210527,0.8571428571428571,475.0
can,1.0,0.9915492957746479,0.9957567185289957,355.0
mug,0.8108108108108109,0.33707865168539325,0.47619047619047616,89.0
bottle,0.8,0.5205479452054794,0.6307053941908713,146.0
bowl,0.7333333333333333,0.25,0.3728813559322034,44.0
accuracy,0.842200180342651,0.842200180342651,0.842200180342651,0.842200180342651
macro avg,0.8212878452222714,0.6156246522173145,0.6665353603970807,1109.0
weighted avg,0.8460946733663255,0.842200180342651,0.8219181350897088,1109.0
