overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy,noise_sigma_m,noise_sigma_mm
0.9386834986474302,0.9283293961518087,0.9305263157894736,0.9746478873239437,0.9438202247191011,0.8835616438356164,0.9090909090909091,0.0,0.0
0.9350766456266907,0.9202894424889847,0.9284210526315789,0.9746478873239437,0.898876404494382,0.8904109589041096,0.9090909090909091,0.0015,1.5
0.933273219116321,0.9167438708486324,0.9263157894736842,0.9746478873239437,0.8764044943820225,0.8972602739726028,0.9090909090909091,0.002,2.0
0.9323715058611362,0.9163228182170535,0.9242105263157895,0.9746478873239437,0.8764044943820225,0.8972602739726028,0.9090909090909091,0.0025,2.5
0.9269612263300271,0.9078911043382751,0.9242105263157895,0.9661971830985916,0.8426966292134831,0.8972602739726028,0.9090909090909091,0.003,3.0
0.9197475202885482,0.9019849066554306,0.92,0.952112676056338,0.8314606741573034,0.8972602739726028,0.9090909090909091,0.0035,3.5
0.915238954012624,0.8976973674330742,0.9178947368421052,0.9464788732394366,0.8314606741573034,0.8835616438356164,0.9090909090909091,0.004,4.0
