overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy,noise_sigma_m,noise_sigma_mm
0.9774571686203787,0.9548076258827459,0.9936842105263158,0.9915492957746479,0.9550561797752809,0.9246575342465754,0.9090909090909091,0.0,0.0
0.9747520288548241,0.9506271915761211,0.9936842105263158,0.9887323943661972,0.9438202247191011,0.9178082191780822,0.9090909090909091,0.0015,1.5
0.975653742110009,0.9510482442077001,0.9957894736842106,0.9887323943661972,0.9438202247191011,0.9178082191780822,0.9090909090909091,0.002,2.0
0.9738503155996393,0.948380000564885,0.9936842105263158,0.9887323943661972,0.9325842696629213,0.9178082191780822,0.9090909090909091,0.0025,2.5
0.9729486023444545,0.947816620283195,0.9936842105263158,0.9859154929577465,0.9325842696629213,0.9178082191780822,0.9090909090909091,0.003,3.0
0.9702434625788999,0.9461264794381246,0.9936842105263158,0.9774647887323944,0.9325842696629213,0.9178082191780822,0.9090909090909091,0.0035,3.5
0.9657348963029756,0.937451663109028,0.9936842105263158,0.9746478873239437,0.898876404494382,0.910958904109589,0.9090909090909091,0.004,4.0
