overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy,point_count
0.9729486023444545,0.948029793198835,0.991578947368421,0.9915492957746479,0.9438202247191011,0.9041095890410958,0.9090909090909091,1024
0.9693417493237151,0.9409168698107727,0.991578947368421,0.9830985915492958,0.9325842696629213,0.910958904109589,0.8863636363636364,512
0.9720468890892696,0.9443623037699714,0.9894736842105263,0.9887323943661972,0.9325842696629213,0.9246575342465754,0.8863636363636364,256
0.9630297565374211,0.9422150879654027,0.9747368421052631,0.9746478873239437,0.9438202247191011,0.9315068493150684,0.8863636363636364,128
0.933273219116321,0.9167477938025754,0.9221052631578948,0.9774647887323944,0.9438202247191011,0.8767123287671232,0.8636363636363636,64
