overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy,noise_sigma_m,noise_sigma_mm
0.94062205466541,0.8431720102157444,0.9821428571428571,1.0,0.7701149425287356,0.8538461538461538,0.6097560975609756,0.0,0.0
0.9313632030505243,0.8214724757008698,0.9864253393665159,1.0,0.6627906976744186,0.824,0.6341463414634146,0.0015,1.5
0.9051724137931034,0.7943289461903482,0.9611872146118722,1.0,0.5882352941176471,0.7222222222222222,0.7,0.002,2.0
0.9022051773729626,0.786105592332149,0.9746543778801844,1.0,0.627906976744186,0.6356589147286822,0.6923076923076923,0.0025,2.5
0.8810916179337231,0.7489816458732004,0.9532710280373832,1.0,0.611764705882353,0.5409836065573771,0.6388888888888888,0.003,3.0
0.8655544651619235,0.6972503223708624,0.969047619047619,1.0,0.5176470588235295,0.45901639344262296,0.5405405405405406,0.0035,3.5
0.8450844091360477,0.6671033699509341,0.9610705596107056,1.0,0.5232558139534884,0.30833333333333335,0.5428571428571428,0.004,4.0
