overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy,point_count
0.9386834986474302,0.9283293961518087,0.9305263157894736,0.9746478873239437,0.9438202247191011,0.8835616438356164,0.9090909090909091,1024
0.9323715058611362,0.9185993016439141,0.9284210526315789,0.9661971830985916,0.898876404494382,0.8904109589041096,0.9090909090909091,512
0.939585211902615,0.9266402922225618,0.9368421052631579,0.9661971830985916,0.9101123595505618,0.910958904109589,0.9090909090909091,256
0.9233543733092876,0.9185628795192248,0.9073684210526316,0.9577464788732394,0.9213483146067416,0.8972602739726028,0.9090909090909091,128
0.8963029756537421,0.901353575527293,0.8631578947368421,0.9408450704225352,0.9101123595505618,0.8835616438356164,0.9090909090909091,64
